id,link,house_name,address,price,area,length,width,price_per_square,bedroom,floor,toilet,house_type,furnishing_status,legal_status,priority_characteristics,living_size,direction,crawl_time
115446415,https://www.nhatot.com//mua-ban-nha-dat-huyen-trang-bom-dong-nai/115446415.htm,chính chủ cần bán nhà 125m2 2 phòng ngủ 2 tolet đường nhựa 18m đô thị,,"1,368 tỷ",125 m²,,,"10,94 triệu/m²",2 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Đông,2024-05-01 07:50:42
114566238,https://www.nhatot.com//mua-ban-dat-huyen-hoc-mon-tp-ho-chi-minh/114566238.htm,"Đất MT đường Thới Tam Thôn--  Xã Thới Tam Thôn HM. DT: 7 x 19 . 3,6 Tỷ",,"3,6 tỷ",100 m²,19 m,7 m,36 triệu/m²,,,,,,Đã có sổ,"Mặt tiền,Thổ cư toàn bộ",,,2024-05-01 07:50:42
115476437,https://www.nhatot.com//mua-ban-nha-dat-huyen-nha-be-tp-ho-chi-minh/115476437.htm,Bán nhanh nhà cấp 4 SHR tiện xây mới - CHÍNH CHỦ - giảm ngay 200tr!!!,,"2,5 tỷ",45 m²,,,"55,56 triệu/m²",1 phòng,1,1 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,Nam,2024-05-01 07:50:43
114360862,https://www.nhatot.com//mua-ban-nha-dat-quan-long-bien-ha-noi/114360862.htm,"BÁN NHÀ 206 CỔ LINH-45M 5TẦNG MỚI TINH-2 THOÁNG ÔTÔ TỚI CỔNG CHỈ 4,15T",,4 tỷ,45 m²,,,"88,89 triệu/m²",4 phòng,55,4 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,Tây Bắc,2024-05-01 07:50:44
114650102,https://www.nhatot.com//mua-ban-can-ho-chung-cu-quan-binh-thanh-tp-ho-chi-minh/114650102.htm#px=SR-special_display_ad-[PO-10][PL-default],BÁN CĂN 3PN KHU PARK VIEW CÔNG VIÊN SÔNG,,8 tỷ,119 m²,,,"67,23 triệu/m²",3 phòng,,2 phòng,,,Sổ hồng riêng,,,,2024-05-01 07:50:44
115505176,https://www.nhatot.com//mua-ban-nha-dat-quan-7-tp-ho-chi-minh/115505176.htm,"TÔI CẦN BÁN NHÀ HXH ĐƯỜNG NGUYỄN THỊ THẬP, Q7 - 3,89TỶ / 56M2. SHR",,"3,89 tỷ",56 m²,14 m,4 m,"69,46 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",,Đã có sổ,,56 m²,,2024-05-01 07:50:44
114613737,https://www.nhatot.com//mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/114613737.htm#px=SR-special_display_ad-[PO-13][PL-default],"NHÀ 28M2 NHỈNH 2 TỶ, ĐƯỜNG NHỰA 6M, GÒ DẦU, KO LỘ GIỚI, TÂN PHÚ",,2 tỷ,28 m²,,,"71,43 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",,Đã có sổ,,,,2024-05-01 07:51:16
115471103,https://www.nhatot.com//mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/115471103.htm,NHÀ 3 Tầng Mặt Tiền đs10 P.TNP B Q9. Kinh Doanh dc 1 số ngành nghề,,"5,8 tỷ",60 m²,,,"96,67 triệu/m²",4 phòng,3,3 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Tây Bắc,2024-05-01 07:51:16
115452688,https://www.nhatot.com//mua-ban-dat-thanh-pho-thu-duc-tp-ho-chi-minh/115452688.htm,1 lô 7x25 D/A Tocontap. đường Tăng Nhơn Phú. Phước Long B Q9,,"11,4 tỷ",175 m²,25 m,7 m,"65,14 triệu/m²",,,,,,Đã có sổ,,,Đông Nam,2024-05-01 07:51:16
115087546,https://www.nhatot.com//mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/115087546.htm,Bán nhà Hai Mặt Tiền đường Trung Đông Hóc Môn. 16 x 28 = 452m thổ cư,,"14,5 tỷ",452 m²,28 m,16 m,"32,08 triệu/m²",4 phòng,,,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,,2024-05-01 07:51:49
115183106,https://www.nhatot.com//mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/115183106.htm,"BÁN NHÀ MTKD ĐƯỜNG NGUYỄN THỨC ĐƯỜNG, AN LẠC A, BÌNH TÂN (4x18 NH 6m)",,11 tỷ,85 m²,,4 m,"129,41 triệu/m²",4 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Đông Bắc,2024-05-01 07:51:50
110310539,https://www.nhatot.com//mua-ban-dat-thi-xa-dien-ban-quang-nam/110310539.htm,"Đất ven biển Kđt Sentosa S: 123m2, hướng Tây Bắc sát dãy khách sạn",,"1,65 tỷ",123 m²,20.5 m,6 m,"13,41 triệu/m²",,,,,,Đã có sổ,Mặt tiền,,Tây Bắc,2024-05-01 07:51:50
115505134,https://www.nhatot.com//mua-ban-dat-huyen-binh-chanh-tp-ho-chi-minh/115505134.htm,đất bình chánh giá rẻ cho công nhân,,285 triệu,52 m²,13 m,4 m,"5,48 triệu/m²",,,,,,Sổ chung / công chứng vi bằng,Chưa có thổ cư,,Đông,2024-05-01 07:51:51
115110291,https://www.nhatot.com//mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/115110291.htm,"Bán nhà 3 tầng HXH 237/ Phạm Văn Chiêu, DT: 4m x 13m, hẻm thông",,"5,37 tỷ",52 m²,13 m,4 m,"103,27 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",,Đã có sổ,Hẻm xe hơi,,,2024-05-01 07:51:52
115048314,https://www.nhatot.com//mua-ban-dat-quan-binh-tan-tp-ho-chi-minh/115048314.htm,"BÁN ĐẤT MT KHU AO SEN, ĐỐI DIỆN CÔNG VIÊN, QUẬN BÌNH TÂN(5x20)",,10 tỷ,100 m²,20 m,5 m,100 triệu/m²,,,,,,Đã có sổ,,,Đông,2024-05-01 07:52:23
115385797,https://www.nhatot.com//mua-ban-nha-dat-huyen-bau-bang-binh-duong/115385797.htm,Nhà mặt tiền cần bán gấp có thương lượng,,"3,8 tỷ",100 m²,,,38 triệu/m²,3 phòng,,3 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,70 m²,,2024-05-01 07:52:24
114413215,https://www.nhatot.com//mua-ban-dat-thanh-pho-thu-duc-tp-ho-chi-minh/114413215.htm,"Vỡ nợ cần bán gấp,đất chính chủ",,"1,79 tỷ",56 m²,14 m,4 m,"31,96 triệu/m²",,,,,,Đã có sổ,"Hẻm xe hơi,Thổ cư toàn bộ",,,2024-05-01 07:52:25
114739557,https://www.nhatot.com//mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/114739557.htm,"BÁN GẤP NHÀ MTKD ĐƯỜNG 24A,TÊN LỬA,BÌNH TÂN(4.5x20) Nhà mới, Giá tốt",,14 tỷ,90 m²,,,"155,56 triệu/m²",5 phòng,4,5 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Tây,2024-05-01 07:52:25
114159405,https://www.nhatot.com//mua-ban-dat-thi-xa-dien-ban-quang-nam/114159405.htm,Đất biển KĐT Ngọc Dương đường 10m5 trục chính thông biển thông sông,,"1,7 tỷ",100 m²,20 m,5 m,17 triệu/m²,,,,,,Đã có sổ,Mặt tiền,,Tây Bắc,2024-05-01 07:52:57
115505121,https://www.nhatot.com//mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/115505121.htm,Căn nhà giá tốt 4x11m 2 tầng btct hẻm đẹp gần chợ Phạm Văn Bạch p15,,"3,9 tỷ",45 m²,,,"86,67 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Nội thất đầy đủ,Đã có sổ,,,,2024-05-01 07:52:58
115505114,https://www.nhatot.com//mua-ban-nha-dat-quan-ngu-hanh-son-da-nang/115505114.htm,bán nhà mặt tiền 5.5 sát biển an thượng,,6 tỷ,50 m²,7 m,7 m,120 triệu/m²,3 phòng,,3 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,,2024-05-01 07:52:58
114328441,https://www.nhatot.com//mua-ban-dat-quan-binh-tan-tp-ho-chi-minh/114328441.htm,"BÁN CẶP ĐẤT ĐƯỜNG TÊN LỬA,BÌNH TÂN (8x21) 2 sổ, ngay Aeon Mall",,"37,5 tỷ",168 m²,21 m,8 m,"223,21 triệu/m²",,,,,,Đã có sổ,,,Tây,2024-05-01 07:52:59
114283715,https://www.nhatot.com//mua-ban-nha-dat-quan-6-tp-ho-chi-minh/114283715.htm,"CĂN ĐÔI TIỆN XÂY MỚI ngay Galaxy Kinh Dương Vương- 8,5x15,5m",,"13,4 tỷ",131 m²,,,"102,29 triệu/m²",1 phòng,1,1 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Tây Nam,2024-05-01 07:53:30
115304042,https://www.nhatot.com//mua-ban-nha-dat-quan-7-tp-ho-chi-minh/115304042.htm,"Nhà Lô Nhì MT Huỳnh Tấn Phát Rẻ nhất 3,5x15 1 lầu Hoàn Công đủ",,"3,15 tỷ",48 m²,15 m,3.5 m,"65,63 triệu/m²",3 phòng,,1 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,,2024-05-01 07:53:31
114728671,https://www.nhatot.com//mua-ban-nha-dat-quan-4-tp-ho-chi-minh/114728671.htm,BÁN NHÀ CẤP,,"4,3 tỷ",27 m²,,,"159,26 triệu/m²",2 phòng,1,,"Nhà ngõ, hẻm",,Đã có sổ,,,Tây Bắc,2024-05-01 07:53:31
114654482,https://www.nhatot.com//mua-ban-nha-dat-quan-7-tp-ho-chi-minh/114654482.htm,Bán nhà phố 5x18 mặt tiền Him Lam Quận 7,,"26,5 tỷ",90 m²,,,"294,44 triệu/m²",8 phòng,5,5 phòng,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Đã có sổ,,,,2024-05-01 07:54:04
114603914,https://www.nhatot.com//mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/114603914.htm,"Bán nhà MT đường 5B, Khu Ao Sen,Bình Tân(5x20) 3.5 tấm, giá cực tốt",,11 tỷ,100 m²,,5 m,110 triệu/m²,4 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Nam,2024-05-01 07:54:04
105895732,https://www.nhatot.com//mua-ban-dat-thi-xa-dien-ban-quang-nam/105895732.htm,"Đất Đô Thị Số 3, 9,1A,1B, Sungate, An Phú Quý, Ngân Câu Ngân Giang👇👇👇",,"1,4 tỷ",100 m²,20 m,5 m,14 triệu/m²,,,,,,Đã có sổ,Mặt tiền,,Đông,2024-05-01 07:54:05
115446572,https://www.nhatot.com//mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/115446572.htm,Căn hộ 1N+ 43m2 full nội thất tại Vinhomes Smart City,,"2,36 tỷ",43 m²,,,"54,88 triệu/m²",2 phòng,,1 phòng,,,,,,Tây Nam,2024-05-01 07:54:05
115505089,https://www.nhatot.com//mua-ban-nha-dat-quan-ngu-hanh-son-da-nang/115505089.htm,Cần bán biệt thự 2 tầng hiện đại khu đô thị Nam Việt Á giá tốt,,"12,2 tỷ",192.5 m²,,,"63,38 triệu/m²",4 phòng,2,,Nhà biệt thự,Nội thất cao cấp,Đã có sổ,,,Tây Bắc,2024-05-01 07:54:06
115440491,https://www.nhatot.com//mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/115440491.htm,Nhà 3 Lầu 5x16 đs8 Chợ BÌNH TRIỆU -đối diện ĐH LUẬT -Hiệp Bình Chánh,,"6,5 tỷ",80 m²,,5 m,"81,25 triệu/m²",4 phòng,4,,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,Đã có sổ,,,,2024-05-01 07:55:11
115009536,https://www.nhatot.com//mua-ban-nha-dat-quan-11-tp-ho-chi-minh/115009536.htm,"bán nhà mặt tiền khu 299 Lý Thường Kiệt quận 11, 3 tầng 12,6 tỷ",,"12,6 tỷ",53 m²,,3.9 m,"237,74 triệu/m²",3 phòng,3,3 phòng,Nhà phố liền kề,,Đã có sổ,,,,2024-05-01 07:55:12
115505033,https://www.nhatot.com//sang-nhuong-van-phong-mat-bang-kinh-doanh-quan-1-tp-ho-chi-minh/115505033.htm,Cần sang 2 quầy đôi 6m vị trí đẹp tại TTTM Saigon Square.Q1,,900 triệu,10 m²,,,90 triệu/m²,,,,,,Đã có sổ,,,Tây Nam,2024-05-01 07:55:44
107591577,https://www.nhatot.com//mua-ban-dat-thanh-pho-da-lat-lam-dong/107591577.htm,"⭐[CHỢ TỐT] Lô đất thế cao, nở hậu,săn mây cách Đà Lạt 8km ở khu dân cư",,"1,19 tỷ",717 m²,,10 m,"1,66 triệu/m²",,,,,,Đã có sổ,,,,2024-05-01 07:55:45
115505003,https://www.nhatot.com//mua-ban-dat-huyen-xuan-loc-dong-nai/115505003.htm,Hơn 1sào 14x80m mt nhựa lang minh xuân đông. Gần 773 cách ct DG-PT 5km,,"1,89 tỷ",1130 m²,80 m,14 m,"1,67 triệu/m²",,,,,,Đã có sổ,Mặt tiền,,,2024-05-01 07:56:19
115022946,https://www.nhatot.com//mua-ban-dat-quan-long-bien-ha-noi/115022946.htm,"Bán đất có nhà C4 Cổ Linh, Tư Đình, Phường Long Biên, Quận Long Biên",,"10,399 tỷ",76 m²,15.5298 m,4.9 m,"136,83 triệu/m²",,,,,,Đã có sổ,,,Tây Nam,2024-05-01 07:56:50
115447276,https://www.nhatot.com//mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/115447276.htm,85M2 - HẺM XE HƠI QUAY ĐẦU - TRUNG TÂM BÌNH THẠNH - CHỈ HƠN 8 TỶ,,"8,79 tỷ",85 m²,,,"103,41 triệu/m²",2 phòng,2,3 phòng,"Nhà ngõ, hẻm",Nội thất đầy đủ,Đã có sổ,,,,2024-05-01 07:56:51
114942610,https://www.nhatot.com//mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/114942610.htm,hẻm 334/31/6  Nguyễn văn nghi,,"5,29 tỷ",32 m²,,,"165,31 triệu/m²",4 phòng,3,4 phòng,,,Đã có sổ,,,Đông Nam,2024-05-01 07:56:52
115504982,https://www.nhatot.com//mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/115504982.htm,"Chính chủ bán nhà 4 tấng có vườn,2 mặt, gara ôtô ở Hai Bà Trưng Hà Nội",,"16,8 tỷ",123 m²,,,"136,59 triệu/m²",4 phòng,4,3 phòng,Nhà biệt thự,Nội thất đầy đủ,Đã có sổ,,,,2024-05-01 07:56:54
115504980,https://www.nhatot.com//mua-ban-nha-dat-quan-8-tp-ho-chi-minh/115504980.htm,"NHÀ 2 LẦU S.T HẺM THÔNG 3,5m, DT sàn 130m2, cách MT 15m, P12 Quận 8",,"4,78 tỷ",32.9 m²,,,"145,29 triệu/m²",2 phòng,2,3 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,Đông,2024-05-01 07:57:25
115356581,https://www.nhatot.com//mua-ban-dat-thanh-pho-ca-mau-ca-mau/115356581.htm,Đất OĐT + CLN Khóm 7; Phường 8 Tp Cà Mau,,500 triệu,200 m²,25 m,8 m,"2,5 triệu/m²",,,,,,Đã có sổ,"Nở hậu,Thổ cư 1 phần",,Đông Nam,2024-05-01 07:57:26
114552824,https://www.nhatot.com//mua-ban-nha-dat-thanh-pho-tan-an-long-an/114552824.htm,Chỉ cần TT 20% là sở hữu ngay nhà phố một trệt 2 lầu ngay AEON mall,,900 triệu,100 m²,,,9 triệu/m²,3 phòng,,,Nhà phố liền kề,,Đang chờ sổ,,,,2024-05-01 07:57:27
115051421,https://www.nhatot.com//mua-ban-nha-dat-quan-12-tp-ho-chi-minh/115051421.htm,Hàng hiếm Nhà SHR 4mx20m. Mặt tiền Đường Nguyễn Ảnh Thủ Giá nhỉnh 7 tỷ,,7 tỷ,55 m²,,,"127,27 triệu/m²",3 phòng,,,"Nhà mặt phố, mặt tiền",,Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,2024-05-01 07:57:28
115105377,https://www.nhatot.com//mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/115105377.htm,BÁN  NHÀ  ĐƯỜNG 30 LINH ĐÔNG THỦ ĐỨC,,"5,8 tỷ",60 m²,,,"96,67 triệu/m²",4 phòng,3,4 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,Tây Bắc,2024-05-01 07:57:58
115408968,https://www.nhatot.com//mua-ban-nha-dat-quan-5-tp-ho-chi-minh/115408968.htm#px=SR-special_display_ad-[PO-18][PL-default],Nhà 3 tấm 11tỷ đường Trần Hưng Đạo sát cầu Nguyễn Văn Cừ,,"11,2 tỷ",52.9 m²,,,"211,72 triệu/m²",4 phòng,3,5 phòng,"Nhà ngõ, hẻm",Nội thất đầy đủ,Đã có sổ,,,,2024-05-01 07:57:58
115408968,https://www.nhatot.com//mua-ban-nha-dat-quan-5-tp-ho-chi-minh/115408968.htm#px=SR-special_display_ad-[PO-6][PL-default],Nhà 3 tấm 11tỷ đường Trần Hưng Đạo sát cầu Nguyễn Văn Cừ,,"11,2 tỷ",52.9 m²,,,"211,72 triệu/m²",4 phòng,3,5 phòng,"Nhà ngõ, hẻm",Nội thất đầy đủ,Đã có sổ,,,,2024-05-01 07:57:59
112046814,https://www.nhatot.com//mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/112046814.htm,bán nhà hẻm 49-40 Trịnh đình Trọng phú trung Tân Phú. 5.9 tỷ,,"5,9 tỷ",60 m²,17 m,4 m,"98,33 triệu/m²",3 phòng,,3 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,,2024-05-01 07:58:00
115476107,https://www.nhatot.com//mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/115476107.htm,Bán nhà mặt tiền kinh doanh Bình Phú,,7 tỷ,97 m²,20 m,5 m,"72,16 triệu/m²",1 phòng,,,"Nhà mặt phố, mặt tiền",,Đã có sổ,,97 m²,,2024-05-01 07:58:01
115504936,https://www.nhatot.com//mua-ban-nha-dat-quan-4-tp-ho-chi-minh/115504936.htm,NHÀ ĐẸP 4 TẦNG LÔ NHÌ TÔN ĐẢN QUẬN 4 - 24M2. GIÁ 3.3 TỶ THƯƠNG LƯỢNG,,"3,3 tỷ",24 m²,,3 m,"137,5 triệu/m²",2 phòng,4,3 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,,2024-05-01 07:58:32
115176907,https://www.nhatot.com//mua-ban-dat-thanh-pho-soc-trang-soc-trang/115176907.htm,"Trả trước 150tr nhận đất. Mặt tiền Nguyễn Trường Tộ, P.2",,590 triệu,73 m²,18 m,4.5 m,"8,08 triệu/m²",,,,,,Đã có sổ,"Mặt tiền,Thổ cư toàn bộ",,Bắc,2024-05-01 07:58:33
114423906,https://www.nhatot.com//mua-ban-dat-huyen-cu-chi-tp-ho-chi-minh/114423906.htm#px=SR-special_display_ad-[PO-19][PL-default],ĐẤT SHR 170M2 SÁT VINGROUP VÀ HILLAM,,"1,65 tỷ",170 m²,,10 m,"9,71 triệu/m²",,,,,,Đã có sổ,,,Tây Nam,2024-05-01 07:58:33
114423906,https://www.nhatot.com//mua-ban-dat-huyen-cu-chi-tp-ho-chi-minh/114423906.htm#px=SR-special_display_ad-[PO-1][PL-default],ĐẤT SHR 170M2 SÁT VINGROUP VÀ HILLAM,,"1,65 tỷ",170 m²,,10 m,"9,71 triệu/m²",,,,,,Đã có sổ,,,Tây Nam,2024-05-01 07:58:34
114124532,https://www.nhatot.com//mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/114124532.htm,"cần bán gấp mặt tiền Bàu Cát Tân Bình. 8x27m, . Giá 27 tỷ",,27 tỷ,216 m²,,8 m,125 triệu/m²,2 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,,2024-05-01 07:58:34
115374287,https://www.nhatot.com//mua-ban-nha-dat-quan-ha-dong-ha-noi/115374287.htm,NHÀ ĐẸP CỰC HIẾM PHỐ HÀ TRÌ HÀ ĐÔNG 38M2 x5T,,"4,43 tỷ",38 m²,,,"116,58 triệu/m²",4 phòng,,4 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,,2024-05-01 07:59:06
114843552,https://www.nhatot.com//mua-ban-nha-dat-huyen-cu-chi-tp-ho-chi-minh/114843552.htm,"Nhà Cấp 4 tiện ở làm kho xưởng cho thuê Dt 9,7x22m",,"2,45 tỷ",229 m²,22 m,9.6998 m,"10,7 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",,Đã có sổ,,,,2024-05-01 07:59:06
114044870,https://www.nhatot.com//mua-ban-can-ho-chung-cu-huyen-hoc-mon-tp-ho-chi-minh/114044870.htm,chỉ cần thu nhập 5tr/tháng đã mua đc nhà,,115 triệu,38 m²,,,"3,03 triệu/m²",1 phòng,,2 phòng,,,,,,,2024-05-01 07:59:08
109598578,https://www.nhatot.com//mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/109598578.htm,"nhà cần bán gấp,đường Bình trị đông 4*20 đúc 4tấm",,"4,95 tỷ",80 m²,,,"61,88 triệu/m²",4 phòng,,5 phòng,"Nhà ngõ, hẻm",,,,,,2024-05-01 07:59:39
115504898,https://www.nhatot.com//mua-ban-nha-dat-quan-5-tp-ho-chi-minh/115504898.htm,"GIẢM SÂU,GÓC,NG TRÃI,4TẦNG,GIÁP Q1,AN NINH,NHỘN NHỊP KD,THU NHẬP TỐT",,10 tỷ,50 m²,,,200 triệu/m²,3 phòng,4,,Nhà phố liền kề,,Đã có sổ,,,Tây Bắc,2024-05-01 07:59:39
113255325,https://www.nhatot.com//mua-ban-dat-thanh-pho-thu-duc-tp-ho-chi-minh/113255325.htm,BÁN NHANH 7.5 TỈ LÔ ĐẤT TP THỦ ĐỨC (QUẬN 9 CỦ) 1000M2,,"7,5 tỷ",1000 m²,40 m,25 m,"7,5 triệu/m²",,,,,,Đã có sổ,Mặt tiền,,,2024-05-01 07:59:40
114160570,https://www.nhatot.com//mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/114160570.htm,"Ngộp Bank Nhà 3 tấm Hiệp Bình Chánh,6tyx có Sổ Hồng Riêng đường xe tải",,"6,8 tỷ",60 m²,11 m,4.5 m,"113,33 triệu/m²",4 phòng,3,,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,,2024-05-01 07:59:42
108349531,https://www.nhatot.com//mua-ban-dat-thanh-pho-thu-duc-tp-ho-chi-minh/108349531.htm,Chỉ 17tr/m2 sát cầu Long Đại cách Vinhome Grand Park chỉ 5 phút,,"26,3 tỷ",1680 m²,,,"15,65 triệu/m²",,,,,,Đã có sổ,"Mặt tiền,Nở hậu",,Đông Nam,2024-05-01 07:59:42
112121676,https://www.nhatot.com//mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/112121676.htm,"Bán xưởng DT 10m x 33m, đường 10m, gần trường ngã 4 Hóc Môn (QL22)",,"8,5 tỷ",330 m²,33 m,10 m,"25,76 triệu/m²",2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,,2024-05-01 08:00:13
114961026,https://www.nhatot.com//mua-ban-nha-dat-quan-10-tp-ho-chi-minh/114961026.htm,HẺM 3 GÁC THÔNG TÔ HIẾN THÀNH QUẬN 10,,"6,15 tỷ",44 m²,,,"139,77 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Đã có sổ,,,,2024-05-01 08:00:14
115504844,https://www.nhatot.com//mua-ban-dat-huyen-can-duoc-long-an/115504844.htm,Bán đất ở KDC Cần Đước,,850 triệu,102 m²,22 m,4.5 m,"8,33 triệu/m²",,,,,,Đã có sổ,,,,2024-05-01 08:00:15
115416304,https://www.nhatot.com//mua-ban-dat-huyen-bu-dang-binh-phuoc/115416304.htm,"Bán đất thổ cư trong dân, Bù đăng Bình Phước, giá cho nhà đầu tư",,200 triệu,400 m²,80 m,5 m,500.000 đ/m²,,,,,,Đã có sổ,,,Tây Nam,2024-05-01 08:00:16
115118648,https://www.nhatot.com//mua-ban-nha-dat-quan-7-tp-ho-chi-minh/115118648.htm,Nhà nhỏ xinh cần bán,,850 triệu,15 m²,5 m,2 m,"56,67 triệu/m²",1 phòng,,,"Nhà ngõ, hẻm",,Sổ chung / công chứng vi bằng,,,,2024-05-01 08:00:46
114962071,https://www.nhatot.com//mua-ban-dat-huyen-can-giuoc-long-an/114962071.htm,"210m2 thổ cư + 674m2 NTS làm nhà vườn, giá cực rẻ, chỉ 1,7 triệu/m2",,"1,5 tỷ",884 m²,,,"1,7 triệu/m²",,,,,,Đã có sổ,Thổ cư 1 phần,,,2024-05-01 08:00:47
115504828,https://www.nhatot.com//mua-ban-can-ho-chung-cu-thanh-pho-thu-duc-tp-ho-chi-minh/115504828.htm,Căn hộ 2PN+ 69m2 chỉ 3.050 tỷ (BTP) VIEW SIÊU ĐẸP Origami Vinhomes Q9,,"3,05 tỷ",69 m²,,,"44,2 triệu/m²",2 phòng,,2 phòng,,,Sổ hồng riêng,,,,2024-05-01 08:00:48
113383503,https://www.nhatot.com//mua-ban-nha-dat-thanh-pho-di-an-binh-duong/113383503.htm,"Nhà phố gần ngã tư Bình Thung, Quốc lộ 1K, 878 Bình An, Dĩ An",,"3,48 tỷ",62.4 m²,,,"55,77 triệu/m²",2 phòng,2,2 phòng,Nhà phố liền kề,,Đã có sổ,,,Tây Nam,2024-05-01 08:01:20
115504818,https://www.nhatot.com//mua-ban-dat-huyen-cho-gao-tien-giang/115504818.htm,Cấn bán 998m đất CLN có trồng dừa đang thu hoạch,,750 triệu,998 m²,,,751.503 đ/m²,,,,,,Đã có sổ,Nở hậu,,,2024-05-01 08:01:21
112734457,https://www.nhatot.com//mua-ban-dat-huyen-hoc-mon-tp-ho-chi-minh/112734457.htm,Lô đất Hóc Môn 5x12 225triệu thổ cư 60m2 gần chợ Xuân Thới Sơn,,240 triệu,60 m²,12 m,5 m,4 triệu/m²,,,,,,Đã có sổ,"Mặt tiền,Hẻm xe hơi",,,2024-05-01 08:01:21
114876140,https://www.nhatot.com//mua-ban-dat-huyen-duc-hoa-long-an/114876140.htm,"Bán lô mặt tiền đẹp,đường thông| Giá 255Tr - 4x11 |Gần ngã ba Mỹ Hạnh",,250 triệu,44 m²,11 m,4 m,"5,68 triệu/m²",,,,,,Đã có sổ,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",,,2024-05-01 08:01:22
115196095,https://www.nhatot.com//mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/115196095.htm,Bán nhà Mặt Tiền hẻm Quang Trung p10 GV giá rẻ vị trí rất đẹp,,"7,6 tỷ",72 m²,,,"105,56 triệu/m²",4 phòng,,,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,,2024-05-01 08:01:22
102992812,https://www.nhatot.com//mua-ban-nha-dat-huyen-nha-be-tp-ho-chi-minh/102992812.htm#px=SR-special_display_ad-[PO-8][PL-default],📌📌CHÍNH CHỦ CẦN BÁN GẤP📌📌,,"6,95 tỷ",80 m²,,,"86,88 triệu/m²",4 phòng,4,5 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Tây,2024-05-01 08:01:54
114571228,https://www.nhatot.com//mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/114571228.htm,Nhà đẹp đường Hoàng văn Hợp 5x17m hướng tây,,"7,5 tỷ",80 m²,,,"93,75 triệu/m²",4 phòng,3,4 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,Tây,2024-05-01 08:01:55
